key,T6_1_HB_H,T6_1_FA_H,flood_depth_m,flood_frac,m2_lo,m2_mid,m2_hi,dmg_lo,dmg_eur,dmg_hi
268121002,2,76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268121004,109,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268123003,88,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268123002,98,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268086001,73,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268121003,112,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268023002,107,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268023001,82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268121005,100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268086004,103,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268123009,118,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268086002,99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268023004,93,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268123004,120,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268121001,111,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268120003,112,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268086003,77,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268120001,94,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268123001,100,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268123006,106,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268123005,88,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268123007,116,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268123008,110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268087004,104,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268087001,103,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268087002,113,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268087007,93,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268087003,104,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268087008,83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268089011,130,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268089005,102,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268089009,72,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268089004,73,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268089008,0,52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268089006,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268089007,79,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268089003,78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268089010,42,54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267160001,83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267160002,112,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268022015,74,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268022008,118,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268022009,89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268022005,77,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268022006,103,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268022010,82,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268050008,63,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268050006,70,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268050004,100,17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268050003,88,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268050010,110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268070005,89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268050005,102,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268050007,79,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268070022/01,74,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268070022/02,0,115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268050009,140,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268070016,108,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268050002,78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268050001,83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268070013,101,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268070008,60,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268070007,109,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268070014,93,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268025001,110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268048009,16,69,0.26053846153846155,0.035747021081576534,16.146965885629207,21.440324459490544,74.17967655647175,40367.41471407302,53600.81114872636,185449.19139117937
268070009,97,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268048001,79,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268070010,91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268048008,23,101,0.23427567567567573,0.026019690576652602,15.853357646738406,20.748167117215846,75.30553356535768,39633.394116846015,51870.41779303962,188263.8339133942
268048002,86,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268070011,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268048007,18,69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268070021,113,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268049004,127,51,0.6093217883418223,0.08236226344737578,135.951870804109,236.2027030108868,699.146976250167,339879.6770102725,590506.757527217,1747867.4406254175
268049001,97,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268049009,69,17,0.20705,0.0014858841010401188,0.7635449156729094,0.9744202022591589,3.7194495291795566,1908.8622891822736,2436.0505056478974,9298.623822948892
268049010,51,16,0.32289850746268656,0.05201863354037267,26.662676944954026,37.37765863635876,121.49801951890981,66656.69236238506,93444.1465908969,303745.04879727453
268049003,6,116,0.3127244680851064,0.1203585147247119,75.58802474661327,108.88972096237498,366.57700593748774,188970.0618665332,272224.30240593746,916442.5148437193
268049007,77,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268049006,59,10,0.4135630136986301,0.09311224489795919,55.934487592250875,85.84013719516484,267.0321859887911,139836.2189806272,214600.3429879121,667580.4649719779
268049008,107,1,0.2299,0.0006369426751592356,0.4944835777778557,0.625135604749904,2.2222732041468265,1236.2089444446392,1562.83901187476,5555.683010367066
268009007,56,60,0.7876048223350254,0.7856430707876371,811.7411882143294,1527.624887214849,4411.7797427663545,2029352.9705358236,3819062.2180371224,11029449.356915886
268107001,119,0,0.9850468674698795,0.5400130123617437,767.4390804550155,1513.8976262060223,4231.198848343363,1918597.7011375388,3784744.065515056,10577997.120858409
268107004,63,51,1.772972894736842,0.9986859395532195,1190.6249832118501,2922.0966585227798,7508.881374143284,2976562.4580296255,7305241.64630695,18772203.43535821
268143028,0,112,0.6802431261770244,0.5379939209726444,389.2827538464681,727.4725331399717,2172.2601489021276,973206.8846161702,1818681.332849929,5430650.372255319
268110009,0,100,0.32117346938775515,0.26344086021505375,132.3730564516129,193.4784037634409,649.9191758064518,330932.6411290323,483696.00940860226,1624797.9395161294
268110010,30,47,0.5544429752066116,0.2184115523465704,129.82385162120516,223.93210172444765,676.3072765248164,324559.62905301293,559830.2543111191,1690768.1913120411
268143030,0,92,0.9208546666666668,0.6097560975609756,391.01181892136583,803.7330197650732,2322.5854107512196,977529.5473034146,2009332.5494126831,5806463.526878049
268143031,0,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268143029,0,97,0.7202,0.11538461538461539,73.53830091323077,139.4790948535385,413.43991093846154,183845.75228307693,348697.73713384627,1033599.7773461539
268110020,105,0,0.22974999999999998,0.0036231884057971015,2.7432504627564542,3.4671916853233222,12.32709527538712,6858.126156891136,8667.979213308305,30817.7381884678
268143024/04,0,97,1.4471458033573141,0.1306800376057662,95.43200639924788,224.5015859088687,603.8243942642733,238580.0159981197,561253.9647721717,1509560.9856606834
268143027,0,107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268110014,29,62,0.3310284552845529,0.24070450097847357,135.37841410300237,195.7190083768369,643.3346981315165,338446.03525750595,489297.5209420923,1608336.7453287912
268110011,43,27,0.5956379746835443,0.284992784992785,175.6104834787581,304.7372660390092,906.6445236692077,439026.2086968953,761843.165097523,2266611.309173019
268110012,0,100,1.3215126436781608,0.11670020120724346,87.85868008048291,198.78007608316568,541.2413063254193,219646.70020120728,496950.1902079142,1353103.2658135481
268110013,35,49,0.5260035928143713,0.3306930693069307,214.77786068799588,365.1629091830582,1108.9979555716695,536944.6517199897,912907.2729576456,2772494.888929174
268143025,0,190,0.7613727272727274,0.034976152623211444,44.34877661227345,85.4403974120191,251.5669681971383,110871.94153068362,213600.99353004774,628917.4204928457
268143022,0,131,0.6135684210526315,0.040169133192389,33.03162988637632,60.11619854927696,181.901954789852,82579.0747159408,150290.4963731924,454754.88697463
268108026/02,117,3,1.085721372133359,0.05196326820817353,75.79650699385618,152.34621303392234,418.2926488439451,189491.26748464047,380865.53258480586,1045731.6221098626
268108020,4,224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268108029/02,0,164,1.3642256756756759,0.37092731829573933,457.97918235588975,1050.1870775819552,2847.3065578167825,1144947.9558897244,2625467.6939548883,7118266.3945419565
268108029/01,22,49,1.2571654052124241,0.8682579045257285,565.3582070712839,1214.362348614251,3288.8050824527163,1413395.5176782098,3035905.8715356276,8222012.706131791
268108014,0,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268108015/01,0,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268108015/02,0,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268108021/02,0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268108021/01,0,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268108018/268108019,0,130,1.0145375634517766,0.388560157790927,360.7296244574359,765.2518604061537,2187.6277707753843,901824.0611435897,1913129.6510153844,5469069.426938461
268108017/01,0,106,1.6459688311688312,0.5032679738562091,401.6226794771242,1001.9982709751635,2646.1096958345624,1004056.6986928106,2504995.6774379085,6615274.239586406
268108017/03,0,70,1.273711111111111,0.189873417721519,100.06340506329116,222.96750413502116,610.0720942210971,250158.5126582279,557418.7603375529,1525180.2355527428
268108028,87,58,1.7708096631205674,0.8676923076923077,1347.344222565655,3294.1019036034154,8457.330257688729,3368360.5564141376,8235254.759008539,21143325.644221824
268108017/02,0,49,1.5793318846636022,0.8234686854783207,303.7779439298005,743.3899120335858,1974.9600089707312,759444.8598245012,1858474.7800839646,4937400.022426828
268109002,81,0,1.2217959627329191,0.7777777777777778,802.3058881711243,1641.6965476624387,4395.2018555843515,2005764.7204278107,4104241.3691560966,10988004.63896088
268108008/01,0,56,2.4377867994100293,0.9818971759594497,413.96832069514846,1235.1125015565535,3148.3661890364892,1034920.8017378711,3087781.2538913838,7870915.472591223
268108022,78,1,2.3653137339055794,0.9776223776223776,985.6381628377704,2678.148340733641,6686.531843866916,2464095.407094426,6695370.8518341025,16716329.609667288
268108003,83,11,2.2931305611222443,0.9950149551345963,1141.909631886397,3079.4411705956422,7706.252133880691,2854774.0797159923,7698602.926489105,19265630.334701728
268108025,85,1,2.33374691195795,1.0,1098.0030447255326,2966.500713062615,7408.761576078281,2745007.6118138316,7416251.782656537,18521903.940195702
268108008/02,12,131,1.8384065789473683,0.7667087011349306,874.196136503783,2278.045146789563,5900.862107710209,2185490.3412594576,5695112.866973908,14752155.269275522
268107002,88,2,1.793540487804878,0.9887459807073955,1131.1441473415136,2723.352286353159,6930.312664079672,2827860.368353784,6808380.715882897,17325781.66019918
268143024/03,0,125,2.1469103773584903,0.24063564131668558,226.4555845629966,640.2684421112373,1639.0026940408625,566138.9614074915,1600671.1052780931,4097506.735102156
268143024/02,1,126,0.6914627802690582,0.06566548881036513,54.421516326959406,102.05940309945177,304.0092033089437,136053.79081739852,255148.50774862943,760023.0082723593
268143016,6,62,1.0754790746582543,0.252054068380599,131.68778300820262,279.94004683713206,788.4257207522339,329219.4575205065,699850.1170928301,1971064.3018805848
268143017,0,128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268143019,0,152,0.8274391025641026,0.4588235294117647,473.9913947548236,939.1411896338825,2742.5620371529412,1184978.486887059,2347852.974084706,6856405.092882353
268143020,0,107,0.9923306569343066,0.14574468085106382,110.7717187915149,233.70884562343826,670.4524212917021,276929.2969787872,584272.1140585956,1676131.0532292551
268143018/01,0,71,1.003934899328859,0.19973190348525469,101.0239361293405,213.88009629207508,612.6505586527721,252559.84032335124,534700.2407301877,1531626.3966319303
268143018/02,0,95,0.7297743589743592,0.08074534161490683,50.60248425440994,96.30877284438925,284.9904509068323,126506.21063602484,240771.93211097314,712476.1272670807
268143013,0,169,0.8619958083832336,0.1960093896713615,227.26534585428175,456.6268466061785,1328.1197482903758,568163.3646357043,1141567.1165154462,3320299.3707259395
268143026,0,45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268143014,0,72,1.219883652173913,0.5507662835249042,296.58309096110344,652.5727713611034,1798.8486962411037,741457.7274027586,1631431.9284027584,4497121.740602759
268143023,0,124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268143021,0,62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268110007,115,4,1.98809022556391,0.9708029197080292,1461.5070266704183,3704.80581898423,9297.489194705631,3653767.566676046,9262014.547460575,23243722.986764077
268110006,64,74,1.6540539278131636,0.897998093422307,1237.6012580471363,2957.8665882014043,7690.969947173484,3094003.1451178407,7394666.470503511,19227424.86793371
268110008,33,80,0.6214091324200913,0.2624850179784259,223.527040825695,399.0897366907872,1192.18196766024,558817.6020642375,997724.3417269681,2980454.9191505997
268110018,85,4,1.217147178329571,0.7286184210526315,809.5359230810526,1658.827618273415,4448.432535016445,2023839.8077026315,4147069.0456835376,11121081.337541113
268110015,37,61,1.0698762817897456,0.11779312112522627,105.26178956492497,218.14372448512563,609.0437071043689,263154.4739123124,545359.3112128141,1522609.2677609222
268110017,155,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268110004,114,1,1.2742012987012987,0.8461538461538461,1243.886154810695,2575.21022415089,6846.222043096479,3109715.3870267374,6438025.560377225,17115555.107741196
268110016,105,10,0.30449866666666664,0.04337767495662233,40.00587442201625,54.53430255358339,178.33012284329476,100014.68605504063,136335.75638395848,445825.3071082369
268110005,2,91,1.3516351612903226,0.842391304347826,598.7372033609281,1364.0018599140226,3699.285266248814,1496843.0084023203,3410004.6497850562,9248213.165622035
268110002,0,84,1.0968176245210728,0.6726804123711341,411.16893374993816,885.6147784221031,2493.6484946390106,1027922.3343748454,2214036.9460552577,6234121.236597527
268110003,6,176,0.5839256983240223,0.21829268292682927,251.61321309819783,450.9157123864822,1371.0281411840597,629033.0327454946,1127289.2809662055,3427570.3529601493
268110019,85,6,0.6038847826086956,0.3898305084745763,361.1092317270925,620.5582213012368,1830.2544679630942,902773.0793177312,1551395.553253092,4575636.169907736
268110001,57,23,1.3039936559139784,0.9073170731707317,820.5927013153571,1739.3248434143077,4637.601884549755,2051481.7532883927,4348312.108535769,11594004.711374387
268115004,100,0,1.9330801444043324,0.8855498721227621,1136.081791518627,2834.7450172255485,7137.830013366845,2840204.4787965673,7086862.543063872,17844575.033417113
268115013,92,15,1.3755249045801525,0.8018362662586075,1036.940227615797,2228.8645171905328,5885.193114480776,2592350.569039493,5572161.292976332,14712982.786201939
268115014,97,3,1.6992736397748593,0.9735159817351599,1233.4540370985715,2895.5272036958686,7423.404633369213,3083635.0927464287,7238818.009239672,18558511.583423033
268115015,0,89,1.2708957545605308,0.8951900237529691,599.8163641033254,1335.3386855467936,3654.7500020055136,1499540.9102583136,3338346.713866984,9136875.005013784
268115012,0,66,0.5102713333333334,0.8771929824561403,346.9715726029474,603.1998423548072,1868.2871839789475,867428.9315073685,1507999.605887018,4670717.959947369
268115009,0,186,0.7050924,0.9881422924901185,1199.9734296690592,2263.4314431513676,6727.543754850592,2999933.574172648,5658578.607878419,16818859.38712648
268115003,86,1,1.49419940652819,1.0,1110.8321560752447,2458.057762726688,6408.123239463727,2777080.390188112,6145144.40681672,16020308.098659318
268115001,83,1,1.6700491400491402,1.0,1072.3448220261082,2494.871011833133,6409.2049378083375,2680862.0550652705,6237177.529582832,16023012.344520845
268115010,0,78,0.6901971428571428,0.5109489051094891,258.5699344663358,485.02515526703655,1445.5977641518248,646424.8361658395,1212562.8881675913,3613994.410379562
268115011,0,68,0.4559103174603175,0.8873239436619719,345.9246565149296,578.3724686131833,1823.6868627666481,864811.641287324,1445931.1715329583,4559217.15691662
268115007,107,3,1.1105461139896373,1.0,1344.8297489185895,2713.0385394955974,7414.636249620896,3362074.372296474,6782596.3487389935,18536590.624052238
268115006,18,106,0.8361501901140684,0.9460431654676259,877.6205317591246,1722.744331272675,4997.4850585935055,2194051.3293978116,4306860.828181688,12493712.646483764
268115008,0,111,0.9159761904761904,1.0,772.6860458914286,1585.3501283314286,4583.645369571428,1931715.1147285716,3963375.3208285714,11459113.42392857
268115002,82,4,1.8221504608294932,1.0,1082.101450676396,2628.443726928889,6677.03619164965,2705253.6266909903,6571109.3173222225,16692590.479124125
268115016,34,62,0.8986284090909091,0.08560311284046693,70.64787545828733,139.86308380576855,400.1535628695285,176619.68864571833,349657.7095144214,1000383.9071738212
268143024/01,1,70,0.5104708333333333,0.0215633423180593,9.263484244443543,16.08566896063883,49.78665211963828,23158.710611108858,40214.172401597076,124466.6302990957
268055003,145,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268055001,53,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268055002,104,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268052010,97,35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268055005,117,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268055004,137,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268055009,98,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268055007,88,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268055008,127,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268055006,89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268051007,133,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268055010,119,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268051006,89,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268051012,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268051011,72,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268051008,113,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268051010,128,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268056010,136,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268085012/268085001/02,34,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268051009,11,57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268085008/02,31,64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268085018,133,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268085011,40,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268085016,137,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268085009,17,122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268084006,33,50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268085005,62,15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268085010/02,52,117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268084003,86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268084008,53,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268084004,5,133,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268085014,99,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268085010/01,15,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268085008/01,48,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268085015,81,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268085017,86,22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267155003,100,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267155006,9,59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268156008,106,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268155002,107,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268156001,93,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268156010,84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268156009,66,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268054004,85,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268054005,68,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268156011,52,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268054002,84,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268054006,85,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268094002,70,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268094001,92,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268054003,116,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268094013,137,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268094006,116,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267155001,41,46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267156009,87,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267156008,121,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267156001,86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267156010,78,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267156002,97,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267156007,100,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
267156003,81,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268090004,116,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268090002,109,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268090006,88,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268090007,78,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268090003,83,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268090001,129,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268063011,123,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268066005,91,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268063010,82,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268066006,104,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268063007,71,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268069008,102,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268066008,93,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268063008,104,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268066009,76,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268063005,106,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268063009,115,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268066011,75,19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268066010,97,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268063006,75,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268063004,104,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268066004,96,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268066003,90,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268063012,80,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268068009,86,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268069009,105,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268012003,134,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268067015,124,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268068008,98,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268012009,0,96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268012004,110,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268068006,106,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268068007,89,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268066001,98,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268012011,93,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268012005,85,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268012012,128,29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268067013,60,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268012006,84,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268066002,114,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268067014,84,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268012007,78,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268012008,115,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268052009,121,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268052004,104,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268052008,98,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268085007,94,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268085006,63,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268148001,74,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268148003,42,75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268084005,29,104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268148002,52,81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268148009,0,106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268148008,0,164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268148007,2,94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
268084007,0,177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
